id,label,text,image_url,publish_date,image_id
555,fake,Changing Nationality and Changing Perspectives Yang Lan has finally admitted her American citizenship status She said Although I have become an American citizen I was born in China so it is only natural that I attend Chinas Two Sessions rather than the USs from the perspective of my origin Websites like Tianya Community have reposted this news from Shenzhen Forum O web link O web link O web link,,,
556,fake,Completely annihilated now burned to be poisoned by the air in a few days Tianjin Explosion,,,
557,real,Four tips to identify the authenticity of the new 100-yuan RMB√ The new 100-yuan RMB will be put into circulation on the 12th Do you know how to distinguish between genuine and fake notes Here are four points to look out for ①The color-changing number 100 glows at the center of the front side ②A 4mm wide color-changing security thread runs vertically along the right side of the front ③A blue vertical serial number has been added to the right side of the front ④The matching pattern has been changed from the square hole coin to 100,,,
558,fake,Breaking News A deadly explosion occurred at 820 am today at the entrance of the Jieshou City Public Security Bureau in Anhui Province resulting in the immediate death of seven police officers on their way to work and multiple injuries The police have currently blocked off the entire city and the case is under further investigation,,,
559,real,The Chinese have always been concerned about the name or engraved with the characteristics of the times the family mark or cohesion of the parents high hopes good vision In order to give the baby a good name the new parents did not have a lot of headaches National name has always been ‘female poetry male Chu Shi’ said from the ‘Poetry’ ‘Chu Shi’ such as poetry beautiful name ↓ ↓ forward collection new parents may wish to refer to oh,,,
560,fake,Emergency Notice The central channel 2 TV news has just broadcasted - temporarily refrain from consuming pork chicken duck or meat products as 5570 poultry in Liaoning to Nanning have been infected with anthrax bacteria Nanning has just concluded an emergency meeting This photo is from the Fifth Chicken Farm and the anthrax bacteria have reached Longan Please inform friends and relatives as much as possible Please forward if received The sooner you share the better,,,
561,fake,Mico is a mixed-race boy of Chinese and American descent 3 years old about 1 meter tall slim with a crew cut He was wearing a green cotton coat dark blue pants and brown leather shoes when he was taken He can speak simple Chinese and English Around 1633 on January 7 he was abducted near the entrance of Ailu Bilingual Kindergarten on Yuxiu Road surrounding areas of RT-Mart and his whereabouts are still unknown His mother is nearly collapsed Anyone with information please provide clues and help spread the word In Shanghai,,,
562,real,I heard that these celebrities are gathering together for a big event of Chu Tianjun Can you guess what it is Theres a prize for the correct guess,,,
563,fake,How to identify recycled cooking oil When cooking add a peeled garlic clove garlic Garlic is most sensitive to aflatoxin If the garlic turns red it indicates recycled cooking oil which contains a large amount of aflatoxin Place your household oil in the refrigerator for 2 hours If white foam appears it is recycled cooking oil Please share your love and forward this to your friends,,,
564,fake,Political flattery expressing loyalty The total population of Yaan is 153 million Samsung Apple Foxconn and JDB donated a total of 260 million which averages out to about 247 million per person I just want to ask Where is the money The money for the common people Each person was supposed to get 247 million yet there is still a lack of supplies and money,,,
565,real,After watching youll know why TED chose her Yuan Shanshan TED Talk Defending Yourself in Cyberbullying Yuan Shanshan once overwhelmed by online abuse after a brief moment of panic she engaged in charitable work to help disabled children exercised and got fit and picked up the violin she once played She chose to defend her life In a world where cyberbullying is common her speech is worth watching for everyone Yuan Shanshans full TED Talk Defending Yourself in Cyberbullying Illustration a learning loser,,,
566,fake,The Maternal and Child Health Hospital reminds you not to give your baby Shuangyiyi or milk drinks with additives Tell friends who have kids at home As reported by the news Wangzai Milk Coca-Cola Shuangyiyi Wahaha AD Calcium Milk Dumex Abbott Minute Maid Pulp Milk with Pineapple Flavor all contain botulinum bacteria They are now being urgently recalled Parents if you love your children please dont let them drink it Must share,,,
567,real,Focus on impoverished children and stop the intergenerational transmission of poverty Impoverished children are not only the hope of their families but also directly related to whether poverty will be passed down from generation to generation affecting the social and economic development of poverty-stricken areas ten or twenty years later Giving them the hope of love is giving a bright future to poverty-stricken areas O web link Poverty alleviation starts with children,,,
568,real,Tianjin Municipal Government President of Tianjin Port Group Zheng Qingyue relieved from duty once stated Tianjin Port Group was wronged On the 3rd the Tianjin Municipal Government announced a notice of cadre appointments and dismissals on the Tianjin Municipal Government portal The Tianjin Municipal Government has decided to remove Zheng Qingyue from the positions of President of Tianjin Port Group Co Ltd and Director of Tianjin International Trade and Shipping Service Center Lu Wei is appointed as Vice President of Tianjin Port Group Co Ltd O web link,,,
569,fake,Proof that Vile is the passport of the despicable is such a marvelous and realistic aspect revealing the ugly face of state-owned enterprises,,,
570,fake,This person once famous,,,
571,fake,The total population of Yaan is 153 million The total donation from Samsung Apple and Foxconn is 160 million which averages out to about 105 million per person There is still a shortage of supplies and money and various local organizations and schools are still raising funds We dont know where the money is going really dont know what to say In addition to the 100 million from the JDB Group I just want to ask where is the money Where is the money for the common people It must be shared,,,
572,real,Suddenly dreaming of youthful matters in the deep of night tears and makeup stain the red balustrade Fair beauty fades at a touch a moments fragrance lost in a flash Counting those poetic lines that reflect on life  Chinese Ancient Style,,,
573,real,Great next She could have been an internet celebrity but she chose to become a police officer instead,,,
574,fake,Today Mr Run Run Shaw was laid to rest When a foreigner Steve Jobs passed away we Chinese overwhelmed social media with posts but when Run Run Shaw passed away no one mourned We have thousands of school buildings named Yifu Teaching Building and numerous hospitals with Yifu Outpatient Building Throughout his life he donated billions of medical and educational facilities To our people he is much greater than Jobs Farewell Mr Yifu may you rest in peace,,,
575,fake,Bai Yansong When everyone in the world treats desire as ideal worldliness as maturity numbness as depth cowardice as stability cunning as wisdom it can only be said that the bottom line of this society has been broken through Therefore you have no right to say that my bravery is reckless my persistence is extreme my pursuit of truth is ignorance and my passion is childish When those thugs selling social experience throw a disdainful smile at my dreams I will not hesitate to give you a reply idiot,,,
576,fake,Urgently looking for a child please forward and help Missing person notice 13940292999 A reward of 100000 yuan for any clues Please help spread the word This morning a three-year-old girl was abducted near Jinxiu Garden Community The girl can recite her fathers mobile phone number Surveillance shows she was taken away by a man in his forties The family is extremely worried Anyone with information please inform us Many thanks Brothers and sisters who see this information please take note Contact Ning Jichun 13940292999,,,
577,real,Regulating illegal operation of special-purpose vehicles Last night and early this morning Shanghai authorities launched a large-scale online crackdown on illegal passenger transport operations of special vehicles Reporters found that Uber and Didi have become the hotspot of the investigation Drivers under investigation may face a fine of 10000 yuan and a suspension of their drivers license for 3-6 months Meanwhile the citys traffic law enforcement team stated that the relevant information of the drivers illegal operations will be notified to their affiliated units O illegal operation crackdown on network special vehicles begins tonight Uber and Didi become hotspots,,,
578,real,A woman in Shenzhen smashes a million-yuan BMW in anger over suspected infidelity of her husband On the night of the 19th in a parking lot in Jingtian Shenzhen a woman wielded a hammer to smash a BMW valued at nearly a million yuan Security guards tried to stop her but the woman shouted This is my own car dont interfere This car is too dirty its too dirty for a slut to have sat in It is reported that the car indeed belonged to the middle-aged woman who vented her anger for 20 minutes before being persuaded to leave Shenzhen Evening News - Webpage link,,,
579,real,A 3-year-old boy cries and nannies insert two broken needles into his buttocks Ms Yang Caixia 29 came to Beijing to take care of a 3-year-old child for her distant relative Mr Zhang Due to her dissatisfaction with the childs crying she completely inserted two prepared broken sewing needles one long and one short into the childs buttocks This may not be noticeable from the outside If you stab with a needle repeatedly there may be needle marks and it may be discovered Beijing Times How deep is the hatred,,,
580,real,Girlfriend found to have suspected HIV but didnt say young man infected after marriage In March of last year a young man named Xiao Xin from Henan and his girlfriend Xiao Ye went to the Maternal and Child Health Care Hospital for pre-marital check-up It was found that Xiao Ye was suspected of being infected with HIV but the hospital only informed Xiao Ye and not the boyfriend Xiao Xin was normal After marriage Xiao Xin contracted HIV and subsequently sued the hospital and the Centers for Disease Control This girl is too selfish dont you think Urban Report,,,
581,real,Returnee woman makes drugs rental house turns into a laboratory Liu Li pseudonym a woman from Linyi once studied in Canada and had a bright future However after returning to China she used her intelligence to research drug manufacturing setting up a drug-making workshop in a rented house in Zaozhuang Eventually her actions were exposed and she was arrested by the police Recently the Zaozhuang police reported on the case O NetEase News Client,,,
582,real,Chinas largest crude oil terminal damaged by Japanese vessel compensated with 55 million yuan In May 2012 Asias largest and Chinas only 450000-ton crude oil terminal in Ningbo Shihua was officially opened for its maiden voyage but was hit by a Japanese ship causing damage and suspension of operations After three and a half years of difficult litigation the court finally ruled that the Japanese side should pay 55 million yuan in compensation Previously there were significant disputes between the two sides regarding the extent of the terminals damage repair plans and calculations of losses due to production suspension,,,
583,real,With no money for medical treatment father relies on folk remedy having a venomous cobra bite his 8-year-old sick daughter Wang Jingshuai a 33-year-old villager from Wuqiang County Hebei had exhausted all his family savings to treat his 8-year-old daughter who suffers from aplastic anemia He believed in a folk remedy and had a friend bring back a highly venomous cobra from the south to bite his daughters wrist to fight poison with poison nearly causing her death,,,
584,fake,Missing Person Alert 13940292999 A reward of 100000 yuan for any leads Please help to spread the word This morning a girl around three years old was abducted near Jinxiu Garden Community The girl can recite her fathers mobile phone number From the surveillance video she was carried away by a man in his forties The family is extremely worried Anyone with information please inform us Many thanks Brothers and sisters who see this message please take note Contact Ning Jichun 13940292999 2 Baoan Avenue,,,
585,fake,Aoike Nishino exits Weibo due to Diaoyu Islands issue claims eternal support for Japan  - According to Japanese media reports Aoike Nishino announced her departure from Chinese Weibo in anger over the Sino-Japanese Diaoyu Islands dispute What the editor wants to say is you can really go back as the Chinese people also have their bottom line -- Shared from Yangtze River Net  O web link  Shared from Yangtze River Net Official Weibo,,,
586,real,White House Breached by Climbing Over the Wall Intruder Surrounding Area Under Emergency Lockdown The US Thanksgiving was disturbed as an unidentified individual carrying an American flag crossed the White House perimeter fence and entered the North Lawn The intruder was promptly arrested and the Secret Service quickly locked down the area around the White House According to President Obamas announced schedule he and his family are staying at the White House for the holiday today Sina,,,
587,real,Remembering the Master Qian Zhongshu Born on November 21 1910 in Wuxi Jiangsu Province At 19 he was exceptionally admitted to Tsinghua University with a math score of only 15 points at 28 he was appointed as a professor at Southwest Associated University Throughout his life he was obsessed with books possessed an extraordinary memory and aspired to read through the entire Tsinghua University library Erudite and versatile he was fluent in several foreign languages Hu Heqing once exclaimed Qian Zhongshu and Yang Jiang are like a pair of famous swords in contemporary literature Image from China News Network,,,
588,fake,The President kneels to apologize Our Lishui Zhejiang and Yongkang Zhejiang for the sexual assault of young girls our Zhenping Henan and Yongcheng Henan for the sexual assault of young girls our Lueyang Shaanxi and Xishui Guizhou for the sexual assault of young girls our Anxi Fujian Xiapu Fujian Yibin Sichuan Chengxian Gansu and Yingkou Liaoning for the sexual assault of young girls our Hunan for the sexual assault with the mother being sent to labor education No apologies South Korean President Lee Myung-bak kneels to apologize to the nation for the sexual assault of a 7-year-old girl the evil South Korea,,,
589,real,Seven education directors in Qingyuan Guangdong fall from power in 5 years School uniforms and teaching materials for kickbacks Data from the Qingyuan Discipline Inspection Committee shows that since 2010 a total of 7 education directors and deputy directors have been investigated for corruption The characteristics of the corruption of the seven individuals include a long incubation period averaging 7 years multiple violations averaging about 35 times with the most being over 80 times the average amount of money involved in violations is 1353 million with the most being 538 million School uniforms teaching materials and infrastructure have become profit-making links Zhang Lin a reporter from Yangwan Qingyuan Five years seven education directors fall what is the reason,,,
590,fake,The famous Chinese performing artist and first-class Chinese actor Zhao Benshan suffered a sudden myocardial infarction on the evening of April 3 2013 at 11 pm at Beijing Union Medical College Hospital and died due to delayed rescue efforts at the age of 64 Mr Zhao Benshan had performed numerous classic skits and film and television works throughout his life He had appeared on the CCTV Spring Festival Gala for 22 consecutive years and been awarded the title of Spring Festival Gala Skit King for 15 consecutive years and was hailed as the Oriental Charlie Chaplin,,,
591,fake,The explosive scene reminded me of the end of the world Seeing these pictures I can only say that my tear point is too low A few years ago Dalian also faced a crisis of explosion but fortunately it didnt happen Life is too fragile cherish everything around you There is a kind of family bond called Mom I am leaving a kind of love called I love you if I can stay alive and a kind of friendship called Your dad is my dad Tianjin Tanggu ExplosionI love you if I can stay alive,,,
592,real,The New Year is approaching please help these 352 children reunite with their families Recently the abducted girl Xiao Yiran was escorted home by the police and her mother burst into tears The child said in her familys arms I most want to watch cartoons Do you know Currently there are still 352 children rescued in the anti-trafficking operation who have not found their relatives They may have not felt their mothers embrace for a long time and no longer know what home is Now lets forward this for these 352 children Urgently seeking relatives Share this,,,
593,real,Boiled beef for those who love beef get it now learning to cook,,,
594,real,Russian special police officer points gun at girlfriend for a marriage proposal she accepts on the spot   According to Mail Online recently in Rostov Russia a special police officer led a group of brothers to stop a car on the street pointing a gun at the female passenger and ordering her to get out As the female passenger panicked the officer pulled out flowers and a ring proposing to the woman The woman tears up on the spot and accepts the proposal SpecialPoliceGunProposal The fighting nation really knows how to play Russian police stop a car just to propose to a female passenger - International Online,,,
595,real,Can everyone guess where these are,,,
596,real,Share your 2016 stock market motto Refresh the Caixin App by pulling down to see the investment motto for 2016 provided by Xiao Cai which will help you stay rational in the fluctuating stock market What is your investment motto Feel free to leave a comment Xiao Cai will select the best ones to be published in the next version of the Caixin App Caixin | The securities news app used by institutions and private equity funds Download link O web page link,,,
597,fake,Hanford Hyon Yong-chol executed for treason by anti-aircraft gun for sleeping during a meeting According to a report by Yonhap News Agency this morning Hyon Yong-chol the number two figure in the North Korean military not only talked back to Kim Jong-un but also dozed off during an event being accused of disloyalty Recently he was publicly executed by anti-aircraft fire in Pyongyang Photos of Hyon Yong-chol dozing off have also been exposed This is truly a case of what grudge or resentment,,,
598,fake,Clothing and shoes are needed for children aged 4 to 10 in the Tibetan area of Sichuan New or used items are acceptable as long as they are clean Address Changsha Gongma Township Primary School Shiqu County Ganzi Tibetan Autonomous Prefecture Sichuan Province Postal Code 627350 Principal Dawa 15884044467 If you cannot send clothes please help by forwarding this message Its cold so lets send some cotton clothes to the children Thank you for your love Love Shanghai Soong Ching Ling Foundation Maternal and Child Safety Committee face Junjun,,,
599,fake,Clovers take action Help send out a distress message Urgently in need of RH negative blood A life-saving favor will be greatly rewarded Phone 13845672513  15561663350  Please help to spread the word Its real The injured person is being rescued at the First Hospital of Huaihua Its a firefighter Please share this everyone You might just save a life with a flick of your finger O web link,,,
600,real,Imgur user theonewhoknots shared a massage guide that everyone can try with their partner Feel free to give it a simple try but be mindful of the pressure and safety via UK Sister Newspaper,,,
601,real,Sure here is the translation For those taking the drivers license exam be sure to collect these mnemonic methods,,,
602,real,With a calm and composed heart one can truly see the colorful world Afternoon Tea Illustration by Erin Hanson,,,
603,fake,Woman refuses rape shockingly sentenced to 3 years √/heartbroken   In Luoyang City Henan Province female youth Song Li from Guanlin Town Luolong District was found guilty because of her beauty She did not actively cooperate during a rape leading to the rapists genitalia breaking and resulting in death due to excessive blood loss Yesterday the XX District Court of Luoyang City concluded the case sentencing the woman to three years probation for negligent homicide and ordered her to pay economic compensation of 88000 yuan to the family of the victim Jiang 2 Beijing · 360 Security Guards,,,
604,fake,Seventeen types of problematic foods exposed Lanzhou Noodles Claypot Porridge Shanghai Laiyifen Lipton Tea Bags TaiziLe Milk Powder and other infant formulas Starbucks Frappuccino Northeast Dumplings City Yolk Pie and Durian Cake Uni-President Milk Tea or other dairy beverages Red Delicious Apples Cola Ferrero Chocolate Street Barbecue Artificial Eggs Sterilized Cucumbers Pulp Orange,,,
605,fake,CCTVs 4th channel Hu has ordered that if Japan enters the 12 nautical miles around the Diaoyu Islands and its affiliated islands the Chinese naval forces can immediately launch a military strike Yesterday the government issued a statement announcing the baseline of the territorial sea of the Peoples Republic of China which means that the Diaoyu Islands no longer exist as a disputed territory The Prime Minister spoke The Chinese government and people will never retreat a step —— The Diaoyu Islands belong to China,,,
606,real,Today in History On December 9 2010 Xiangfan City in Hubei Province was officially renamed to Xiangyang City Xiangyang is located in the northwestern part of Hubei in the middle reaches of the Han River a tributary of the Yangtze River It is known as the southern boats and northern horses a thoroughfare connecting seven provinces and a strategically crucial place for military forces The city boasts a history of over 2800 years Xiangyang gets its name from its location on the sunny side of the Xiang River The Han River water runs through the city dividing it into the northern and southern banks of Xiangyang and Fan City which face each other across the river,,,
607,fake,Urgent Notice Urgent Notice According to the announcement by the Liaoning Seismic Bureau an earthquake with a magnitude of 58 will occur around 1530 on August 4 2015 in the areas of Anshan Haicheng Panjin and Yingkou We urge the public to take precautions Anshan City Earthquake Information Bureau Liaoning Province August 4 2015 1221 Uncertain but better to be careful,,,
608,real,Goodbye Dou Bao Dou Bao was born in Hangzhou in 2010 His parents named him after the cartoon character McDull because they liked him In 2011 Dou Bao was diagnosed with medulloblastoma He endured 7 surgeries 32 sessions of radiotherapy 8 rounds of major chemotherapy and 16 rounds of minor chemotherapy Early on the 7th he left this world Dou Baos Life Diary with 5586 Weibo posts recorded the bits and pieces of Dou Baos life paying homage to maternal love O Dou Bao came Dou Bao was very obedient and Dou Bao is no longer in pain,,,
609,fake,Today Mr Run Run Shaw was laid to rest When a foreigner Steve Jobs passed away we Chinese overwhelmed social media with posts but when Run Run Shaw died I didnt see anyone mourning him There are thousands of school buildings named Yifu Teaching Building and countless hospitals with Yifu Outpatient Building This elderly man dedicated his life Mr Shaw may your journey be peaceful A person who truly does good should be remembered Lets observe three minutes of silence If youre in a group please forward this message together,,,
610,fake,Attention all driving friends greater than or equal to 190 Pudding Sister AT Chen Heng in contradiction DSDNI Du Shu Person Bad_WaWa -WZZ-,,,
611,real,She said How you are China will be the same Only when China is like that will you be like that,,,
612,real,Peter Ho publicly acknowledges relationship Girlfriend is not an internet celebrity On the afternoon of December 17 the urban romantic musical motivational drama Beautiful Secret starring Peter Ho Victoria Song Xianzi and Wei Qianxiang held a launch press conference in Beijing At the press conference Peter Ho admitted to his relationship and later shared a sweet hand-in-hand photo on Weibo after the event O web link,,,
613,real,Tourists flock to the panda base in Chengdu forming long queues to catch a glimpse of the pandas adorable appearance One cant help but exclaim Cuteness knows no bounds Is this a panda base or a human base - O NetEase Pictures,,,
614,fake,Soaring All the Way Netizen Flowers Filling the Building Pouring Herself exposed A freshman from Henan Universitys class of 2014 confessed to a senior during the military training parade and was expelled from school also resulting in over 10000 people being punished It is reported that the boy was admitted to Zhengzhou University last year but chose to repeat the year and was admitted to Henan University for the girl Yesterday the school responded that they will not expel him Although the matter has been resolved the schools arbitrary decision on students enrollment without following school rules do you think it is appropriate Please comment,,,
615,fake,Love Music Star News The cute and adorable Sun Yangs young model girlfriend has been exposed Hmm what about Ye Shiwen O web link,,,
616,fake,Attention parents There is an increasing number of children suffering from leukemia The Maternal and Child Health Care Hospital reminds you not to give your babies Shuangyiyi or milk drinks with additives Tell friends with children that products like Wangzai Milk Coca-Cola Shuangyiyi Wahaha AD Calcium Milk Weilaixing QQ Star and Minute Maid Pulpy Milk with pineapple flavor all contain botulinum bacteria These products are now being urgently recalled —— Aiwei Baby offering you caring support,,,
617,fake,Wu Mengyue female 3 years old Missing date around 2 pm on December 8 2014 Missing location at the entrance of Huaguan Tiandi Fangshan District Parents and family members are devastated If anyone has information please provide clues to help find the child Phone 18513039390 Baby Come Home &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Knowing you is the best Guo Yang of the Flowers,,,
618,fake,Beijing Normal University---A Tragic Knife Attack Caused by a Tube of Toothpaste Thanks to My Roommate for Not Killing Me  Yesterday a conflict over a small amount of toothpaste between two students at Beijing Normal University led to a shocking stabbing incident that shook society A trivial personal grievance ignited by the spark of toothpaste eventually resulted in this tragedy The injured student was hospitalized in Sun Yat-sen Memorial Hospital and is out of life-threatening danger We hope this classmate recovers soon Details →_→ O webpage link,,,
619,real,Liu Xiang LX Today Wu Sha - soulmate,,,
620,real,Today lets say No to domestic violence together Home should be a shelter from the storm but many people suffer violence in this supposed sanctuary According to surveys about 30% of families in China experience domestic violence In fact violence does not only refer to physical abuse but also includes mental abuse like insults and verbal abuse as well as economic control such as restricting the use of property Today is International Day for the Elimination of Violence against Women Check the image below to understand↓ that in the new era women should learn to protect their rights,,,
621,real,Expressing this years internet slang in ancient text second edition welcome to add more,,,
622,fake,Who knew this could happen  A friends husband found a little yellow duck on each side of the rearview mirror when he was about to pick up his car in the underground parking lot of Wangfujing the day before yesterday He didnt dare to drive and called a security guard to remove the ducks After the security guard picked up the little yellow ducks he fainted just a few steps away Later after being questioned by other security guards they discovered that many other cars in the garage were also adorned with ducks and they immediately called the police Below is a photo taken at that time,,,
623,fake,If you see urban management officers enforcing the law with violence on the street dont be afraid You can step forward and argue with them The urban management bureau has clear regulations that absolutely prohibit the use of bloody violence in law enforcement Urban management officers are afraid of these things If the other party persists you can take a video or call the complaint hotline Moreover selling dog meat is now illegal The National Food and Drug Administration will start accepting reports on dog meat restaurants from November 1st The reporting hotline is 12331 Spread the word,,,
624,fake,Urgent Kindergartens have issued notifications parents please pay attention There is an increasing number of children suffering from leukemia The Maternal and Child Health Care Hospital reminds you not to let your babies drink Shuangyiyi and other milk drinks with additives Please inform friends who have children that Wangzai Milk Coca-Cola Shuangyiyi Wahaha AD Calcium Milk Wei Lai Xing QQ Xing and Minute Maid Pulpy Milk with Pineapple Flavor all contain botulinum bacteria They are now being urgently recalled Please forward this for the sake of the children,,,
625,fake,Tianjin Tanggu Major Explosion May the deceased rest in peace Watching the news I thought there were not many casualties in this explosion wondering if there were no residents or workers in the blast area But after checking Weibo I realized that the truth was actually concealed Concealing the truth is to calm the people However it is a great tragedy to have leaders who know nothing and give blind orders,,,
626,real,Revealing the True Life of Japanese Monks Drinking Eating Meat Marrying and Having Children - The popular Japanese drama From Five to Nine features a handsome monk who falls in love with me with the male lead setting new heights of handsomeness making girls drool throughout In reality Japanese monks can marry have children and even run companies They are not only wealthy but also well-educated with high social status making them highly sought after by young women Quick click the video to feel the vibe →_→ Revealing the real life of Japanese monks drinking eating meat marrying and having children,,,
627,real,City management officer frequently forwards pornographic images and inappropriate comments performance bonus withheld Recently the media exposed a city management officer Zhou Mouwei from Sanya who loves anime for forwarding indecent photos posting inappropriate remarks and being late for work for months It is reported that he has been criticized in a global notification and had his performance salary for the month withheld Zhou Mouwei said Personal style issues affect the organization and I accept all penalties,,,
628,fake,A friend found a wallet at the Yangzhou Party Club containing several cards about 1200 in cash and a train ticket The name on the ticket is Liu Xuewei The ticket is for the day after tomorrow The owner please contact 18118285333 Help spread the word Its not easy for anyone during the New Year Friends in Yangzhou please help to share I am at 2 Runyang Middle Road,,,
629,real,Corrupt officials spend ill-gotten gains some support 146 mistresses while others buy gaming equipment Such ways of spending money are simply mind-boggling O web link,,,
630,real,Postdoctoral fellow killed in Tsinghua explosion His mother sold eggs to support his education The deceased postdoctoral fellow is named Meng Xiangjian 32 from Xiaoxian Anhui Province He has a brother and a sister with the brother also being a doctor and teaching at a university in Tianjin Mengs sister-in-law said that their mother who is 58 this year raised her son with the money earned from selling eggs leaving home at 5 am and not returning until 10 pm which was not easy The Beijing News,,,
631,real,A run fei autumn pear paste that even kids can eat it works wonders for an uncomfortable throat,,,
632,fake,Too terrifying After eating durian and drinking Coca-Cola its more poisonous than a cobra Another tourist dies in a foreign land in Thailand A Chinese tourist while traveling in Thailand consumed a lot of durian followed by cola leading to caffeine poisoning and a surge in blood pressure which resulted in a sudden heart attack and death at the age of 28 Thailand has a clear regulation that after eating a large amount of durian one cannot drink Coca-Cola within 8 hours I am at 2 East Loop Road,,,
633,real,A man claiming to be a descendant of Xiang Yu plotted a riot establishing a Shadow Army with delusions of becoming President and ruling the world awaiting the chance to create explosions in public places This absurd and terrifying plot has actually unfolded in real life Recently the Guangzhou police after meticulous investigation destroyed a gang plotting to raise funds through kidnapping the wealthy and create social chaos by orchestrating explosion incidents,,,
634,fake,Verification For a moment of pleasure corrupt official Dong Jianzhu flees naked from female subordinates 8th-floor apartment Photos - For a moment of pleasure Dong Jianzhu assistant director of the Hebei Provincial Audit Department was caught by the lover of his female subordinate while having an affair In desperation he had to climb out of the window from the 8th floor of the female subordinates home and flee naked See photo O web link,,,
635,real,The SAIC denies investing in Shanghai SIPG Football Club This afternoon Shanghai SIPG Football Club and SAIC Group signed a strategic cooperation for the 2016 season Previously some media reported that the cooperation involved an amount of 15 billion which SAIC Group denied and stated that it did not invest in Shanghai SIPG Football Club The new season for Shanghai SIPG can be described as not short of money There were previously reports that in order to attract more star players for the new season Shanghai SIPG might invest 24 billion,,,
636,real,Villager in Anhui Lisin beaten to death by village branch secretary after reporting him anonymously other villagers raise dogs at home for fear of retaliation Huang Qiansan also a whistle-blower told the reporter that they believed it was a society governed by law and did not think Huang Guiquan could be that powerful It was only after Huang Xuekuan was killed that they realized the seriousness of the situation Although Huang Guiquan has been arrested he still keeps a few dogs at home to guard against possible retaliation An Anhui villager was brutally beaten to death by the village secretary after reporting the village cadre anonymously on An Guangs First Time,,,
637,real,Taiwan Marathon arranges for a girl in red to accompany runners with many showing significant improvement A marathon took place in Keelung Taiwan yesterday To cheer on the participants the thoughtful organizers arranged for a beautiful girl to cheer for everyone along the way,,,
638,fake,A child was abducted in Qingtian County Zhejiang Province today July 1st in the morning Fortunately a patrolling police officer happened to catch the culprit red-handed Scum like this should have their limbs chopped off when caught,,,
639,real,Heartwarming Policemen act as villains to fulfill a sick boys dream of becoming a police officer Five-year-old Ford suffering from a brain tumor dreams of being a police officer The local police station in his hometown of Massachusetts readily agreed to help after Fords mother reached out They arranged a special day for the boy from receiving police gear and taking the oath of office to even arresting two detectives posing as bad guys making Fords dream come true Full of positive energy O Snapvideo Cat on Downing Street,,,
640,fake,Caution to Office Workers Stay Away from These Fast Foods ① Spicy Hot Pot The unchanged base material leads to a high content of harmful substances such as oxalic acid purine and animal fat in the soup ② Covered Rice Many unscrupulous vendors use gutter oil which can cause diarrhea enteritis fatty liver and even induce liver cancer over time ③ Cold Skin To increase the resilience of cold skin illegal vendors add quick-dissolving alkali ash and borax which are toxic and carcinogenic Please be careful when having lunch,,,
641,real,Death toll in Bangkok explosion rises to 15 80 injured Russia Today cited Thai TV news the explosion at the intersection of Ratchaprasong in Bangkoks business district tonight has caused 15 deaths and 80 injuries The police said that the explosion was caused by a bomb and have sealed off the scene Sina,,,
642,fake,Tianjin Tanggu Major Explosion In the next life choose a different profession marry the girl you love most and return to the warmest home Farewell to the heroes,,,
643,real,FoodDIYStir-fried Eggplant with Minced Meat Recipe One of the highly praised home-style dishes it absorbs minimal oil is full of flavor and is not the least bit greasy Its definitely worth a try,,,
644,fake,Shared from The Cat Catchers Say   Americans Yang Lan Says -    Yang Lan has finally admitted to her American citizenship She said confidently Although I have obtained American citizenship I was born in China   From Toutiao Blog - O Web link,,,
645,real,Evening sharing An Australian mother recorded more than 40 reasons why her 3-year-old daughter burst into tears within a day After reading this I feel that children are the most emotional creatures British Sister,,,
646,fake,Person Search in Changzhou Area A reward of 1 million yuan for any clues Please help spread the word This morning a teenage boy was abducted near Jinxiu Garden Community The boy can say his name Wang Xiong From the surveillance video it appears that he was taken away by a man in his forties The family is desperate Anyone with information please contact us Many thanks Those who see this message please take note Contact person Wang Yongchao,,,
647,real,A man dialed 110 over a hundred times for excitement hanging up when a male officer answered and claiming to want to surrender when a female officer did A man from Hebei repeatedly changed locations maliciously calling 110 more than a hundred times If a male police officer answered he would quickly hang up but if a female police officer did he would claim to want to surrender and seek help On December 23 the man was captured in the Chaoyang District Reporter Tang Ning A Hebei man dialed 110 over a hundred times hanging up on male officers and claiming to be a fugitive wanting to surrender when female officers answered Randomly dialing 110 blocks the lifeline for others repost and promise not to randomly dial,,,
648,fake,Japanese Prime Minister Shinzo Abe officially announces resignation O webpage link,,,
649,real,Come on Come on Learn something new 48 idioms that are most easily misunderstood do you understand all of these idioms correctly,,,
650,fake,Whose group has the most members Please help to forward this message A girl named Xu Jing 21 years old needs to return to Yaan Shuicheng County Peoples Hospital as soon as possible Her mother is severely injured and wants to see her one last time Fathers phone number 15193383486 Lets pass on the love good people will have good rewards,,,
651,real,What Do Ambassadors from Various Countries Eat in Beijing Everyday dishes are the best and its the same all over the world The catering for banquets and receptions at the embassies of major countries is also ordinary For example at the Australian envoys reception we use our national cheese and lamb and theres no distinction between high and lowly dishes The cheese is cut into pieces to share and the lamb is made into small skewers for easy access Ordinary dishes can be served at a reception by simply changing their form → O Delicious | What Do Ambassadors from Various Countries Eat in Beijing,,,
652,fake,Nationality,,,
